Gene	L21.Seq29.FA.11.WT.I	L22.Seq29.FA.11.KO.I	L23.Seq29.FA.12.WT.I	L24.Seq29.FA.12.KO.I	L25.Seq29.FA.13.WT.I	L26.Seq29.FA.13.KO.I	L27.Seq29.FA.14.WT.I	L28.Seq29.FA.14.KO.I	L29.Seq29.FA.15.WT.I	L30.Seq29.FA.15.KO.I
Atg16l2	1393.1943429864	1295.51864996856	1568.18577227229	1309.20204925159	1403.94318192419	1337.81511269944	1382.96810029107	1317.87964046495	1146.50252914842	1241.12500159209
Atg2a	1341.66395370311	1354.06715099426	910.116570774664	1218.59630867353	1467.41647520658	1469.35089116629	1055.17265938405	1344.06267967949	1240.06767807892	967.997169526513
Atg2b	787.946497949939	752.614367730299	760.065024084444	665.799486944435	608.913288098919	685.48320322969	615.805683181513	622.283565332126	819.683417391169	335.786570010027
Atg3	1730.48416374975	1565.90627288723	1589.76181166566	1834.51173619858	1691.18672949029	1684.29960231944	1756.60300918771	1756.00916332151	1847.58223662768	2158.51319047115
Atg4a	663.336647501257	664.259357091523	854.215014164582	743.170681145929	823.00117561073	794.561653665615	693.646289201648	698.214379054279	934.333670306011	933.45453194175
Atg4a-ps	3.74766467514834	2.12903640093437	1.96145812666953	1.01804202896703	3.22745559063032	4.27758629160493	2.59468686733783	6.10937581672494	2.63563799804234	3.21326861253614
Atg4b	1541.22709765476	1540.35783607602	1686.8539889358	1458.85422750975	1450.20337872322	1432.99140768765	1538.64931233134	1621.60289535356	1399.52377696049	1533.53244533287
Atg4c	10.3060778566579	4.25807280186874	13.7302068866867	5.09021014483513	5.37909265105053	5.34698286450616	9.51385184690539	0	7.90691399412704	1.60663430626807
Atg4d	1292.94431292618	1229.5185215396	1097.4358218716	1361.12219272891	1338.31825158137	1210.55692052419	1380.37341342373	1198.31042805191	1026.58100023749	1270.84773625804
Atg5	1547.78551083627	1801.16479519048	1595.64618604567	1519.93674924777	1552.40613909318	1605.16425592475	1528.27056486198	1702.77031691862	1739.52107870795	1802.64369163278
Atg7	1736.10566076247	2081.13308191334	1360.27121084532	1840.61998837238	1339.39407011158	2037.20047137685	1299.93812053625	1923.58061429454	1275.64879105249	1858.07257519903
Atg9a	357.901976476667	422.613725585472	400.137457840585	427.577652166151	427.099956493412	454.493543483024	422.069063753621	283.649591490801	396.663518705373	351.049595919574
Atg9b	5.62149701272252	17.0322912074749	7.84583250667813	29.5232188400437	21.5163706042021	18.1797417393209	6.91916497956756	25.3102712407176	13.1781899902117	13.6563916032786
Atic	516.240809001685	564.194646247608	590.39889612753	506.984930425579	529.302716863372	527.212510440307	558.72257210008	546.352751609973	473.097020648601	557.502104275021
Atl1	0	3.19355460140155	0	1.01804202896703	4.30327412084042	1.06939657290123	3.45958248978378	0	1.31781899902117	4.81990291880422
Atl2	713.93012061576	943.163125613925	854.215014164582	966.121885489707	702.509500227199	879.043982924813	759.378356507539	821.274663362596	905.341652327545	872.402428303563
Atl3	296.065509336719	377.90396116585	378.56141844722	386.85597100747	344.261929667234	312.26379928716	339.03908399881	384.017908479853	301.780550775848	337.393204316295
Atm	1222.67560026715	840.969378369076	1077.82124060491	642.384520278193	811.167171778419	519.726734429999	665.969629283377	762.7992091168	1031.85227623358	551.075567049949
Atmin	1373.51910344187	1520.13199026714	1071.9368662249	1104.57560142922	1334.01497746053	1500.36339178043	1297.34343366892	1276.85954569551	1359.98920698985	977.636975364122
Atn1	0	2.12903640093437	1.96145812666953	8.1443362317362	1.07581853021011	2.13879314580246	1.72979124489189	1.7455359476357	7.90691399412704	2.40995145940211
Atox1	1104.62416299997	1264.64762215501	1010.15093523481	1992.30825068847	1516.90412759625	1555.97201357129	1393.34684776042	1382.46447052747	1324.40809401628	1731.14846500385
Atp10a	2569.02413481419	2794.36027622636	2359.63412638345	2113.45525213554	2286.11437669647	2636.06255220154	2484.8451232872	2880.1343135989	2191.53299537221	2024.35922589777
Atp10b	2.81074850636126	3.19355460140155	0.980729063334767	11.1984623186373	0	1.06939657290123	1.72979124489189	0.872767973817849	1.31781899902117	2.40995145940211
Atp10d	1383.82518129853	1158.1958021083	1138.62644253166	1028.2224492567	1197.38602412385	963.52631218401	1076.7950499452	944.334947670912	1374.48521597908	1019.40946732709
Atp11a	364.460389658176	355.54907895604	305.006738697112	332.899743472217	339.958655546393	345.415093047098	326.930545284567	308.959862731518	399.299156703415	219.305582805592
Atp11b	6563.09776235354	6309.399374169	6988.67530532355	5436.34443468392	6403.27189181055	6156.51607019239	7285.01582786219	7162.80676112308	8973.02956433516	6004.79571967692
Atp11c	381.324880696344	368.323297361646	437.405162247306	366.495130428129	392.673763526688	371.080610796728	376.229595763986	440.747826778014	499.453400629024	383.182282044935
Atp13a1	4514.06210121618	3974.91096054447	3920.9547952124	3744.35858254072	4930.47632395291	4074.40094275369	4023.49443561854	3745.04737565239	3622.6844283092	3512.102593502
Atp13a2	1370.70835493551	1364.71233299893	1192.56654101508	1190.09113186245	1564.24014292549	1349.57847500135	1393.34684776042	1186.09167641846	910.61292832363	1115.80752570318
Atp13a3	1911.30898432566	1986.39096207177	2032.07061922964	1666.53480141902	1742.82601894037	1764.50434528703	1517.89181739263	2174.93779075408	2065.02237146618	1495.77653913557
Atp1a1	3344.7907225699	3320.23226725715	3366.84287442825	2914.65432893259	2969.25914337989	2948.3263514887	2380.19275297124	2083.2971535032	2209.98246135851	1776.93754273249
Atp1a2	88.0701198659861	116.032483850923	100.034364460146	94.6779086939334	62.3974747521861	101.592674425617	87.3544578670404	109.968764701049	35.5811129735717	49.0023463411762
Atp1a3	17.8014072069546	6.38710920280311	27.4604137733735	16.2886724634724	15.0614594229415	9.62456915611109	12.1085387142432	20.0736633978105	1.31781899902117	3.21326861253614
Atp1b1	107.745359410515	6.38710920280311	67.6703053700989	4.0721681158681	63.4732932823962	5.34698286450616	105.517265938405	19.2008954239927	34.2632939745505	2.40995145940211
Atp1b2	0	10.6451820046718	12.749477823352	5.09021014483513	4.30327412084042	2.13879314580246	7.7840606020135	18.3281274501748	2.63563799804234	4.01658576567018
Atp1b3	26147.45643851	22471.9792118623	26093.2774590848	22391.8344271297	23594.852004568	22707.5668289848	23663.544230121	21668.2104859757	29318.837090223	25833.8763276375
Atp23	104.934610904154	117.09700205139	122.591132916846	133.36350579468	167.827690712776	161.478882508086	154.816316417824	103.859388884324	135.735356899181	165.483333545611
Atp2a1	23.4229042196772	18.0968094079421	15.6916650133563	16.2886724634724	30.1229188458829	33.1512937599382	30.2713467856081	27.0558071883533	28.9920179784658	16.0663430626807
Atp2a2	4572.15090368098	5159.71971766444	4637.86774051011	4038.57272891219	4198.91972341004	4271.16991216752	4415.29215258655	5017.54308147881	4893.06194336561	3948.30380765379
Atp2a3	16474.7339119521	15464.2558981868	12826.9554193554	13195.8607794706	15167.9654574323	13365.3183681196	13483.7227539323	13476.4102837214	12283.3908898763	10111.3530064981
Atp2b1	5528.74231201259	5936.81800400549	6182.51601526237	5255.13295352779	4648.61186903786	5290.3048461424	4888.39005806448	5197.33328408529	6455.99527620472	5240.03778989332
Atp2b2	91.8177845411344	5.32259100233592	91.2078028901333	9.16237826070323	18.2889150135718	11.7633623019136	38.9203030100675	11.345983659632	7.90691399412704	4.81990291880422
Atp2b4	636.166078606431	743.033703926095	620.801497090907	767.603689841137	571.259639541566	619.180615709813	543.154450896053	629.265709122669	708.986621473391	665.146602794982
Atp2c1	2582.14096117721	2211.00430237034	2219.38987032658	1975.00153619603	2091.39122272844	2263.91254483191	2233.16049715543	2343.38200970092	2915.01562583483	1689.37597304088
Atp5a1	16555.3087024678	17962.6801146833	15972.15352547	17063.4024475163	16486.9189754699	17423.6783622798	16058.5170219539	17544.3818096864	14302.2895963768	16417.3926586003
Atp5b	22612.4717336763	23569.4974765439	21337.7222309745	22702.3372459647	21479.792774175	22365.3599256564	22960.3840890725	24147.7442995922	20004.4924051414	23769.351244083
Atp5c1	6410.38042684124	7025.82012308342	7548.6716004877	7320.74023030188	6769.05019208198	7334.99109352955	7553.13347082044	7182.88042452089	7014.7505317897	7986.57913645858
Atp5d	3299.81874646812	2834.81196784411	2357.67266825678	3620.15745500674	3634.11499504974	3469.1224824916	3442.28457733486	2855.696810332	2253.4704883262	3349.83252856893
Atp5e	1596.50515161319	1768.16473097599	1420.09568370874	2717.15417531299	2330.22293643509	2386.89315071555	1636.38251766773	1944.52704566617	1937.19392856112	1959.29053649391
Atp5f1	3874.1483579346	4573.17018920702	4383.85891310641	5308.07113903407	4545.33329013769	5047.55182409382	4948.9327516357	5086.49175141042	5540.11107188501	6514.0987947639
Atp5g1	1534.66868447325	1609.55151910638	1301.42746704524	1731.68949127291	1666.44290329545	1721.72848237098	1599.19200590255	1522.10734633833	1357.35356899181	1817.90671754232
Atp5g2	208.93230563952	205.452012690167	195.165083603619	251.456381154855	246.362443418114	251.30819463179	233.521818060405	196.372794109016	177.905564867858	223.322168571262
Atp5g3	3979.08296883875	4778.62220189719	4469.18234161653	6310.84253756659	5071.40855141044	5762.97813136474	4983.52857653353	5515.02082655499	5442.59246595744	7143.09612566785
Atp5h	4499.07144251559	5706.88207270457	4790.86147439034	6912.5053766861	5314.54353923792	6273.08029663863	5353.7039029404	5942.67713372573	5794.4501386961	6342.99224114635
Atp5j	2750.78587155888	3319.16774905668	3004.95385005773	5281.60204628093	4430.22070740521	4845.43587181548	4805.36007830967	5003.57879389773	4980.03799730101	7347.13868256389
Atp5j2	1703.31359485492	1888.45528762878	1588.78108260232	3085.68538979905	2538.93173129585	2724.82246775234	2204.61894161471	2400.9846959729	2262.69522131935	3261.46764172419
Atp5k	653.967485813386	852.679078574215	624.724413344246	1447.65576519111	1172.64219792901	1166.71166103524	870.949891803066	987.100578387987	1170.2232711308	1151.95679759421
Atp5l	109.619191748089	120.290556652792	172.608315146919	157.796514489889	159.221142471096	139.02155447716	140.113090836243	150.988859470488	185.812478861985	156.646844861137
Atp5l-ps2	5.62149701272252	1.06451820046718	0.980729063334767	1.01804202896703	1.07581853021011	2.13879314580246	4.32447811222972	2.61830392145355	2.63563799804234	3.21326861253614
Atp5o	2952.22284784811	3174.39327379314	2951.01375157431	3315.7628883456	2943.43949865485	3209.2591152766	3123.13809265231	3152.43792143007	3015.16986976044	3120.88713992573
Atp5s	100.250030060218	127.742184056062	51.9786403567426	128.273295649845	87.1413009470185	135.813364758456	89.0842491119323	145.752251627581	76.433501943228	184.762945220828
Atp6ap1	3525.61554314581	3429.87764190527	3536.50900238517	3232.28344197031	3408.19310370561	3377.15437722209	3707.80753342577	3287.71695737184	3704.38920624852	3888.85833832187
Atp6ap2	1384.76209746731	1437.0995706307	1536.80244224558	1492.44961446566	1396.41245221272	1612.65003193506	1497.13432245393	1570.98235287213	1751.38144969914	2164.13641054309
Atp6v0a1	0.936916168787086	3.19355460140155	11.7687487600172	8.1443362317362	9.68236677189095	2.13879314580246	6.91916497956756	18.3281274501748	3.95345699706352	0
Atp6v0a2	5143.6697666411	4497.58939697385	4328.93808555966	3802.38697819184	4184.93408251731	4135.35654740906	4166.20221332212	4212.85100961876	3634.54479930039	3267.89417894926
Atp6v0b	1051.21994137911	1083.67952807559	1049.3800977682	1387.59128548206	1142.51927908313	1165.64226446234	1241.99011383238	1152.05372543956	923.791118313842	1364.03252602159
Atp6v0c	100.250030060218	110.709892848587	101.995822586816	164.922808692658	171.055146303407	153.993106497777	147.897151438257	126.551356203588	98.8364249265879	146.203721870395
Atp6v0d1	971.582067032208	1058.13109126438	979.748334271432	873.480060853708	973.615769840145	961.387519038208	1023.17152135355	984.482274466533	1026.58100023749	1016.19619871456
Atp6v0e	2700.19239844438	2846.52166804925	2543.03046122705	3421.63925935817	3040.26316637376	3254.17377133845	3380.01209251875	3044.21469267666	2983.54221378393	4035.8653773454
Atp6v1a	1939.41646938927	2168.42357435165	1997.74510201292	1942.42419126908	1909.57789112294	1803.00262191148	1948.60983737071	1958.49133324725	2075.56492345835	1906.27160438707
Atp6v1b1	6.5584131815096	3.19355460140155	0	14.2525884055384	10.7581853021011	1.06939657290123	0.864895622445945	13.0915196072677	3.95345699706352	4.81990291880422
Atp6v1b2	2712.37230863861	2811.39256743383	2938.26427375096	2569.53808111277	2491.5957159666	2572.96815440036	2663.87851713351	2765.80170902876	2651.4518260306	2766.62427539362
Atp6v1c1	2759.21811707797	2751.77954820767	2831.36480584747	2214.24141300328	2194.66980162861	2325.93754606018	2303.21704257355	2905.44458483962	2845.17121888671	2561.77840134444
Atp6v1c2	0	2.12903640093437	2.9421871900043	0	4.30327412084042	3.2081897187037	6.05426935712161	11.345983659632	2.63563799804234	3.21326861253614
Atp6v1d	2083.70155938248	2306.81094041239	2525.37733808702	2418.86786082565	2208.65544252135	2179.43021557271	2462.3578371036	2537.13649988849	2536.80157311576	2769.03422685302
Atp6v1e1	2212.9959906751	2081.13308191334	2353.74975200344	2251.90896807506	2229.09599459534	2162.31987040629	2354.24588429786	1950.63642148289	2661.99437802277	2158.51319047115
Atp6v1f	2227.98664937569	2204.61719316754	2041.87790986298	2827.10271444143	2513.11208657081	2709.85091573172	2511.65688758302	2354.72799336056	2188.89735737417	3500.05283620499
Atp6v1g1	1106.49799533755	1016.61488144616	916.000945154672	1069.96217244434	1053.22634107569	1049.07803801611	1181.44742026116	1063.90416008396	1004.17807725413	1110.98762278437
Atp6v1g2	61.8364671399477	104.322783645784	71.593221623438	109.948539128439	79.6105712355478	84.4823292591973	56.2182154589864	90.7678692770563	65.8909499510586	118.890938663837
Atp6v1g3	4.68458084393543	4.25807280186874	3.92291625333907	5.09021014483513	1.07581853021011	5.34698286450616	3.45958248978378	1.7455359476357	3.95345699706352	10.4431229907425
Atp6v1h	2703.94006311953	2768.81183941515	2728.38825419732	2215.25945503225	2247.38490960891	2072.49055828259	2448.51950714447	2330.29049009366	2698.89330999536	2201.89231674039
Atp7a	346.658982451222	373.645888363982	408.964019410598	366.495130428129	346.413566727654	398.88492169216	407.36583817204	336.88843789369	546.894884593787	249.831634624685
Atp7b	0	0	0	0	39.8052856177739	0	6.91916497956756	0	0	0
Atp8a1	628.670749256135	648.291584084515	577.649418304178	385.837928978503	408.81104147984	463.048716066233	608.886518201945	562.062575138695	635.188757528205	367.919256135388
Atp8a2	29.9813174011868	4.25807280186874	23.5374975200344	22.3969246372746	33.3503744365133	19.2491383122222	60.5426935712161	12.2187516334499	30.309836977487	24.0995145940211
Atp8b2	5903.50877952743	5158.65519946397	5143.92393719085	4860.13264628858	5081.09091818233	5260.36174210116	5378.78587599133	5617.13467949167	5294.99673806707	3915.36780437529
Atp8b4	7582.46255399389	8478.88746672112	9411.07609176042	6868.72956944052	6852.96403743837	7595.92385731745	7374.96497259657	8339.29798982954	8290.3993228422	6953.51327752821
Atp9a	67.4579641526702	109.64537464812	66.6895763067641	109.948539128439	50.5634709198749	96.2456915611109	36.3256161427297	99.4955490152347	51.3949409618257	64.2653722507229
Atp9b	1940.35338555806	1998.1006622769	1902.61438286945	1568.80276663819	1956.91390645218	1873.58279572296	1969.36733230942	1624.22119927502	2137.50241641234	1480.51351322603
Atpaf1	184.572485251056	180.968094079421	187.31925109694	173.067144924394	194.723153968029	155.062503070679	177.303602601419	188.517882344655	159.456098881562	202.435922589777
