Gene	L21.D20.Tox.WT1_S6	L22.D20.Tox.WT2_S7	L23.D20.Tox.WT3_S8	L24.D20.Tox.WT4_S9	L25.D20.Tox.WT5_S10	L26.D20.Tox.KO1_S11	L27.D20.Tox.KO2_S12	L28.D20.Tox.KO3_S13	L29.D20.Tox.KO4_S14	L30.D20.Tox.KO5_S15
0610005C13Rik	1.18912364037833	3.87675866953884	2.40096708520218	0.941333245640859	6.6989023227687	0.855332715078416	1.4305293774817	2.20229636032716	0.817644295370223	1.6942217441403
0610009B22Rik	195.016277022046	162.823864120631	180.072531390163	195.797315093299	159.657172025987	158.236552289507	168.0872018541	208.117006050917	152.081838938861	222.790159354449
0610009E02Rik	8.32386548264831	3.87675866953884	7.20290125560653	1.88266649128172	3.34945116138435	3.42133086031367	3.57632344370425	2.20229636032716	4.08822147685111	4.23555436035075
0610009L18Rik	52.3214401766465	31.0140693563108	28.8116050224261	42.3599960538386	30.1450604524591	33.3579758880582	55.0753810330455	51.7539644676883	25.3469731564769	47.4382088359283
0610009O20Rik	159.342567810696	155.070346781554	172.869630134557	158.143985267664	133.978046455374	167.64521215537	129.462908662094	154.160745222901	135.728953031457	167.72795266989
0610010F05Rik	283.011426410042	241.651290401255	349.340710896917	357.706633343526	266.839609190286	315.617771863936	306.133286781084	386.503011237417	273.093194653654	268.534146446237
0610010K14Rik	32.1063382902149	38.7675866953885	21.6087037668196	35.7706633343526	43.5428650979965	57.3072919102539	43.6311460131919	56.1585571883426	50.6939463129538	50.8266523242089
0610012D04Rik	7.13474184226998	0	1.20048354260109	0.941333245640859	2.2329674409229	0.855332715078416	0.71526468874085	0	0	0
0610012G03Rik	563.644605539328	440.658235437582	361.345546322928	531.853283787085	505.767125369037	462.734998857423	437.02672482066	512.033903776065	636.127261798033	665.829145447137
0610030E20Rik	984.594374233257	856.763665968085	1007.20569224231	654.226605720397	905.468297294236	908.363343413278	837.574950515536	896.334618653155	756.320973217456	682.77136288854
0610037L13Rik	788.388973570832	939.467850918247	885.956854439603	893.325250113175	861.925432196239	1074.29789013849	1043.5711808729	1091.23784654211	1055.57878532296	996.202385554495
0610038B21Rik	20.2151018864316	19.3837933476942	16.8067695964152	29.1813306148666	14.5142883659988	16.2513215864899	19.312146596003	17.6183708826173	22.8940402703662	24.5662152900343
0610039K10Rik	3.56737092113499	3.87675866953884	4.80193417040435	5.64799947384515	4.4659348818458	0.855332715078416	0.71526468874085	3.30344454049074	0.817644295370223	3.3884434882806
0610040B10Rik	28.5389673690799	24.5528049070794	22.8091873094207	35.7706633343526	40.1934139366122	21.3833178769604	46.4922047681553	17.6183708826173	23.7116845657365	29.6488805224552
0610040F04Rik	9.51298912302664	3.87675866953884	6.00241771300544	13.178665438972	1.11648372046145	11.1193252960194	7.86791157614935	7.70803726114506	9.81173154444268	4.23555436035075
0610040J01Rik	5.94561820189165	0	1.20048354260109	12.2373321933312	2.2329674409229	9.40865986586258	0	1.10114818016358	0	6.77688697656119
0610043K17Rik	7.13474184226998	2.58450577969256	6.00241771300544	4.70666622820429	6.6989023227687	4.27666357539208	5.00685282118595	6.60688908098148	1.63528859074045	1.6942217441403
1010001B22Rik	3.56737092113499	2.58450577969256	7.20290125560653	7.53066596512687	5.58241860230725	4.27666357539208	8.5831762648902	3.30344454049074	7.35879865833201	6.77688697656119
1110002J07Rik	0	0	1.20048354260109	0.941333245640859	0	0	2.8610587549634	6.60688908098148	0.817644295370223	4.23555436035075
1110002L01Rik	105.832003993671	115.010507196319	118.847870717508	79.0719926338322	110.531888325683	104.350591239567	79.3943804502344	102.406780755213	89.1232281953543	84.7110872070149
1110003F10Rik	20.2151018864316	3.87675866953884	12.0048354260109	10.3546657020494	3.34945116138435	15.3959888714115	12.1594997085945	8.80918544130864	19.6234630888854	16.942217441403
1110004E09Rik	474.460332510953	361.830809156959	337.335875470906	413.245294836337	368.439627752278	393.453048936072	382.666608476355	405.222530300198	414.545657752703	494.712749288967
1110004F10Rik	2242.68718575353	1930.62581743034	2100.8461995519	2487.94376822879	2121.31906887675	2083.59049393102	2190.14047692448	2084.47350504966	2336.00975187273	2293.97624156596
1110006O24Rik	41.6193274132415	32.306322246157	31.2125721076283	29.1813306148666	31.2615441729206	22.2386505920388	30.0411169271157	34.135593585071	46.6057248361027	38.1199892431567
1110008F13Rik	625.479034839001	478.133569243124	468.188581614424	579.861279314769	459.991292830117	460.169000712188	424.151960423324	497.718977433938	555.180476556381	707.337578178574
1110008L16Rik	130.803600441616	179.623151688633	157.263344080743	151.554652548178	158.540688305526	195.871191752957	192.406201271289	186.094042447645	208.499295319407	193.141278831994
