Gene	L11.D8.Tox.KO1.Tim3p_S11	L13.D8.Tox.KO2.Tim3p_S13	L15.D8.Tox.KO3.Tim3p_S15	L17.D8.Tox.KO4.Tim3p_S2	L19.D8.Tox.KO5.Tim3p_S4	L1.D8.Tox.WT1.Tim3p_S1	L3.D8.Tox.WT2.Tim3p_S3	L5.D8.Tox.WT3.Tim3p_S5	L7.D8.Tox.WT4.Tim3p_S7	L9.D8.Tox.WT5.Tim3p_S9
1110006O24Rik	5.59490473572862	5.42260634561706	5.65569806819121	5.3535087829408	5.33014653585876	5.61596105257083	5.425682632715	5.50557623604641	5.52118163764585	5.67244588116869
1110008F13Rik	9.77804123509817	9.77379040702989	9.80321399776721	9.79614253177919	9.55306644275191	9.68281805999661	9.97508313628442	10.2648719196465	10.1234538832947	9.85836159602407
1110008L16Rik	8.00987859636629	8.0334499489082	7.73211437646769	7.97407097547533	7.98148853058697	7.61475318913557	7.57791485905668	8.10445614391437	7.77822330121391	8.04392152524503
1110008P14Rik	9.41155470434824	9.20110252376462	9.51385075904672	9.07127608181639	8.77560529016276	9.18981604022956	9.13450189916132	9.13504785794263	9.13378322416237	9.27683072801253
1110012L19Rik	8.2033401231303	8.18889141219153	8.09602280333201	8.18399220535981	8.35709900839168	8.26289768059655	8.27704763839917	8.34423654480797	8.28796477811963	8.20663983448907
1110019D14Rik	4.20634040095129	4.14308050751531	4.33030241985109	4.18692729026174	4.46133741381126	4.12689289719542	4.3544375422685	4.65925981721976	4.26289438128379	4.46601729784307
1110020A21Rik	3.66317292400349	3.55065657920465	3.36441907479348	3.43370188556029	3.52549223253736	3.39077116989742	3.35935018560731	3.48571249393541	3.47285182437052	3.57656486860101
1110025M09Rik	3.00088846605502	2.9771325987249	3.13168061933583	3.11219447542566	2.80155172081287	2.88160467314397	2.95875431482762	3.05609269050934	2.89985822238504	2.84245208021282
1110028F11Rik	2.12443829284704	2.31337076053814	2.12720507565195	2.04917020547991	2.05944286496506	2.13850509674496	2.32123963550952	2.29743468575245	2.15007057188748	2.3084943937108
1110032A03Rik	7.39686253906886	7.70659018110116	7.37250508625432	7.55257983820881	7.0295847895753	7.14523224482828	7.19831177978691	7.32679935881385	7.40114905541197	7.29627151147018
1110032F04Rik	3.73403538432868	4.26817363895437	4.01397462189745	3.49427191773009	3.63671663332368	3.65206717935374	3.7737498360021	3.86431181108055	3.81769314643126	3.94215838954921
