Gene	L21.D20.Tox.WT1_S6	L22.D20.Tox.WT2_S7	L23.D20.Tox.WT3_S8	L24.D20.Tox.WT4_S9	L25.D20.Tox.WT5_S10	L26.D20.Tox.KO1_S11	L27.D20.Tox.KO2_S12	L28.D20.Tox.KO3_S13	L29.D20.Tox.KO4_S14	L30.D20.Tox.KO5_S15
1700018L02Rik	4.31387943304518	4.36054628272498	4.28890627162345	4.34087165303827	4.36158651172695	4.30773351879408	4.32862658039985	4.35805279643817	4.25782728188189	4.17756757653309
1700019C18Rik	1.91230065455885	1.93069463871234	1.96138004319474	1.93736261844651	1.91176856239157	2.03789162752517	1.98073194236193	2.05513089129848	1.94501536999968	1.98149096520286
1700019D03Rik	7.67735996227248	7.59661316505487	7.36087367971227	8.58828588311364	7.56950237872641	8.6476060379486	9.28861861845132	9.15105935097497	9.25531901074443	8.5150466090232
1700019J19Rik	1.71387357633931	1.70082481524112	1.66517505285774	1.76671637885661	1.71098009960596	1.71201984457853	1.70406284149853	1.73960273223328	1.66269865337962	1.72330335695774
1700020D05Rik	0.652384586978902	0.653845675527907	0.652547616499442	0.635221832604838	0.68163798347458	0.659567457838876	0.676069147215833	0.635715733113851	0.658502132254673	0.671278201062319
1700020I14Rik	11.3208324912345	11.4374897352075	11.4519513727733	11.4588013820235	11.4339186813358	11.3595386102506	11.4448116000883	11.2830026839848	11.3511962325315	11.3946414691654
1700020L24Rik	5.16715503862573	5.17911493856861	5.08424266093558	5.20655015885836	4.96685011245575	4.96199347807904	4.83848888289031	4.84813159948917	5.02010779461792	5.00540806490412
1700021A07Rik	5.28028082869727	5.05000528576043	5.13033370166518	5.24305273244989	5.30272867310054	5.18152456846406	5.09579295657639	5.0796368635366	5.21279044978662	5.06347178585179
1700021F05Rik	8.6590170753505	8.19614201788856	8.25315427148039	8.31376654600632	8.29703454054544	8.38713274025949	8.15985516935628	8.22902660649558	8.41196146339864	8.37379278807577
1700021J08Rik	3.26210278594677	3.30364384492695	3.389853474331	3.23585993585653	3.22549724654125	3.32580769960852	3.26872017708245	3.20939937481062	3.22179034315808	3.18948248579067
1700022I11Rik	0.283334067806678	0.283565349429011	0.315878710394584	0.282750855382525	0.283167221918763	0.330667540701248	0.292692419350997	0.283131570376203	0.28244419826426	0.364224903524397
1700022N22Rik	2.7799467080131	2.74137300462048	2.8101222901881	2.70446145530301	2.75880991467996	2.73477000059526	2.72087500122732	2.72870715743789	2.71979766253227	2.74545113258196
1700023H06Rik	4.26029824596282	4.21319632319051	4.11112898102827	4.18166966991726	4.3796765348661	4.09619124650298	4.05948712180455	4.13899759468801	4.17293658095938	4.23970158146056
1700025G04Rik	9.04250529123318	8.58718635349779	8.90659707379411	7.98508287305493	8.40215620780887	9.2183167149626	7.91487762484667	8.4456651942895	8.81567425624915	8.5198587809824
1700025N21Rik	2.35213842797193	2.32513000671311	2.38333170683965	2.3357846941192	2.33268310550811	2.36467909494052	2.31959000975766	2.3608840921869	2.32708616673499	2.30529306492012
1700026D11Rik	4.57666377325083	4.47574028385093	4.57931899236129	4.55700292631575	4.67128202982528	4.47128924165285	4.6077364335772	4.54373424542351	4.44097802861402	4.39393675151626
1700027F09Rik	3.41706878056881	3.47249657226704	3.44944255168787	3.45499712362052	3.54133192978537	3.58627803672616	3.63682885398134	3.53917828707804	3.55826000647777	3.52300092038327
1700027J07Rik	0.728054487897353	0.728374920565657	0.72809022996202	0.779942681048476	0.7885274274941	0.726951859869324	0.726456781053361	0.758318865369342	0.726820633692881	0.820543395720735
1700028E10Rik	7.36142691952446	7.11217882083423	7.38606993715522	7.4460086926081	7.56169200219833	7.79145723724394	7.77490845861988	7.55986072874533	7.81946737826043	7.41904614056454
1700028J19Rik	3.64428207728962	3.70221675456963	3.70106997778591	3.50587636292871	3.51836385545657	3.63798877784926	3.62795526565126	3.59055479231462	3.60957987379131	3.66755485766069
1700028K03Rik	0.913519423287726	0.86867942039647	0.832850154115127	0.831905685232214	0.832551640208447	0.831576279349647	0.831021470218777	0.96433449716798	0.831429268303484	0.844114111651296
1700028N14Rik	4.52279963624306	4.36121849392377	4.36353382845249	4.45097544075499	4.49371126611196	4.48765976923452	4.4921482660206	4.63313477581478	4.41842605344736	4.44639207241612
1700029H14Rik	0.87030569703733	0.906389309856368	0.886918639417933	0.866435976544943	0.914868307425785	0.865024951893164	0.873259279470214	0.868963820075288	0.888069301316796	0.852419273360225
1700029I15Rik	5.63286798931569	5.6413775171002	5.67478937095665	5.29724925593746	5.39790908813336	5.44863620378663	5.52019804161341	5.54113781953056	5.68019791233067	5.47848922971154
1700029J03Rik	2.03622095120324	2.0578762451012	2.01999955579322	2.20842073748549	2.09346568893504	2.03374511791016	2.01444005650993	1.98477055407171	2.00722872549705	1.98251118373505
1700029J07Rik	5.7202999448893	5.90081505894269	5.88701293284297	5.80510001621261	6.04649239828371	6.03128948622579	5.87748654866018	5.98215536872601	6.11829837476794	5.98768186289393
1700030C10Rik	5.74948060979853	5.64686945274264	5.60158128270367	5.40235714564634	5.43290304389198	5.2240044250438	5.24910901779541	5.10081707261868	5.34731945994738	5.38644969117733
1700030J22Rik	1.7847888319778	1.90176908507304	1.80141358008657	1.86997429903516	1.76771360060137	1.85017171509078	1.81725180286448	1.76760959507008	1.80135183618966	1.80266967699111
1700030K09Rik	7.67700547033626	7.36441754855853	7.72556116720079	7.48385684813756	7.65363854049783	7.73651996339359	7.69902110610767	7.74811141517715	7.84106346383546	7.64249090680865
1700034H15Rik	1.94549527468732	1.95067933586195	1.89742300071369	1.94522711259922	1.94174115062107	1.890625600225	1.92959531627678	2.02496467953976	1.87768763168738	1.92701533502595
1700034I23Rik	2.04975609787158	1.99654077927862	1.94312504987044	1.96151044222071	1.94057116548839	1.95665326238633	1.91670503060867	1.97017451521458	1.95447934419291	1.94413588587445
1700034P13Rik	0.446957454829256	0.447231955684286	0.463882772552521	0.550745791012755	0.462668265286692	0.471189410694397	0.445586734977392	0.446716932228599	0.445899191402066	0.483170116061953
1700037C18Rik	7.32181802836248	6.90121963806953	6.99609123524674	7.09570922818826	7.00405431258474	7.23077701987221	7.04164112147665	6.97595103601217	6.8835469232571	7.05752072932423
1700037H04Rik	9.00934742914443	8.85698665095809	8.68292396987603	9.06557773990371	9.00384587438565	9.03617174852741	8.93525386474725	8.87728294559052	9.06254836855494	9.05579905854731
1700040L08Rik	0.378134531153378	0.379542936585516	0.37829167675839	0.40084807669499	0.361568176035078	0.373280126464928	0.360513990184285	0.361530042833063	0.42972958139436	0.37315444914772
1700041G16Rik	4.53943889441297	4.22898444965845	4.44296980230037	4.52194995088569	4.52056915367491	4.44672575177636	4.3018830171613	4.37084439382628	4.46292951460552	4.45378068621634
1700047G03Rik	0.520741341707372	0.573046373267003	0.537422587184891	0.520033177666589	0.566733348570024	0.519775485541474	0.550958101020973	0.520495545422163	0.531669478438091	0.568218834370492
1700047K16Rik	1.2027141458168	1.17047092354326	1.18670243096196	1.25943902253737	1.2158502559866	1.19328985963874	1.1994334550734	1.21526038427585	1.168339807228	1.20506442164184
1700047M11Rik	2.10077370341331	2.23615248716101	2.04980040790147	2.10325683773729	2.09760310860422	2.04659270695252	2.04518934180126	2.04891152995143	2.24952588906521	2.13405518255581
1700048M11Rik	2.26349296125128	2.20205441086737	2.21664757462739	2.2345122229888	2.30156145048611	2.28737398088903	2.27117520031577	2.25791956958464	2.21571853027654	2.22907067081231
1700048O20Rik	5.72815233784955	5.46284343924772	5.64804869828982	5.71315563575377	5.63935088145892	5.60472901928005	6.14125232610514	5.70352478107588	5.75338371680538	5.82520278858166
1700052K11Rik	6.70615762446446	6.7582799642863	6.81430372950617	6.84764519003072	6.55636287351783	6.86395795216895	6.94293943711361	6.91505904810273	6.92849147172634	6.77762085717447
1700055D18Rik	3.59459478186304	3.59360308483839	3.6102999301031	3.61641981116603	3.43723855151378	3.46242262477918	3.53142302052793	3.65921199790893	3.58105499931345	3.56546886546351
1700056E22Rik	3.87735693845862	3.92002546915625	3.78561624593983	4.07484231238848	3.99956035589565	3.9128390593718	3.90220910126683	3.89426562342715	3.93551413614355	4.01984646687858
1700056N10Rik	6.22102731726028	6.03489599211869	6.06864808427704	6.10249416880441	6.21726212687294	5.94078793217066	6.15486568277735	6.07964188311758	6.07126404686874	6.36361456092908
1700058P15Rik	3.4017842157358	3.51970981384268	3.53621781553647	3.50861202439702	3.51072845414078	3.44971305451706	3.4685582389802	3.42549287425047	3.44451961092048	3.57367506528251
1700061G19Rik	2.22845973334073	2.23670056903825	2.18336067039284	2.12940914439389	2.11727848325161	2.1643467993891	2.17642325799035	2.1481361197346	2.24987661926818	2.16386665170539
1700064H15Rik	1.60290476536146	1.6219541194171	1.60309965677162	1.66314900655622	1.63211776227231	1.63323734146463	1.61509700453033	1.61657030009921	1.64250198891107	1.65598091489706
1700065D16Rik	1.02907274592023	1.03285561182116	0.980211051165798	1.01947788569074	1.05594493774491	1.0037668008269	1.01003429311331	0.979825726042813	0.990743469575284	0.978789242161352
1700066B19Rik	6.22645030418111	6.09472593807636	6.12440547323328	6.4739925464058	6.41749791900948	6.39280208226764	6.3809836455507	6.35062519805332	6.36045774854258	6.44777400331416
1700066M21Rik	7.33665496926774	7.59930512604735	7.53639074237134	7.57685068733994	7.35951294916115	7.65808180669295	7.73597617342343	7.55487060403098	7.45469771857959	7.51217002900903
1700067K01Rik	3.07365170486049	3.06405570693974	3.04269129724472	3.02948714847528	3.19224476629548	3.16119005869862	3.09777743177354	3.17718507014172	3.12338537766249	3.11695687861009
1700069B07Rik	0.300344117037989	0.335842192029	0.349708353061424	0.299728373092607	0.331444671399824	0.312077800740412	0.309873684697559	0.315728051562684	0.323412105097434	0.299482539533701
1700071M16Rik	0.848595140302973	0.900653629568262	0.848633964620632	0.887534658276276	0.848343976022734	0.847397395099446	0.846859586820376	0.863689930177834	0.893993615715114	0.951894133903599
1700084E18Rik	3.55787339031727	3.54276810159763	3.51644128112364	3.63085822333202	3.44825386286228	3.44810832793509	3.38865177603921	3.531404216449	3.46617232530703	3.5573028979228
1700086O06Rik	4.27440102801286	4.02815919576972	4.03646851596259	4.14729815073463	4.22100742973849	4.11771721867098	4.17008782915268	4.05641133684544	4.21028745315937	4.45655990435391
1700088E04Rik	2.11798344580168	2.11143927685492	2.02559710935796	2.0173687381938	2.05347699185726	2.06283232917264	2.00962039203911	2.05266092206304	2.0011567238152	2.03852347362549
1700095J12Rik	0.479244284344025	0.432614413051921	0.463934160487978	0.413870962813958	0.414347478451851	0.450821836542166	0.413219100252263	0.414306696658388	0.42561743308069	0.426081140355992
1700096K18Rik	6.30206787426888	6.00667543379665	6.19035042670803	6.41969663786649	6.17815785993523	6.23534148925945	6.27336647735172	6.17924878559762	6.22854475088767	6.14618535477695
1700097N02Rik	7.50280631612494	7.19459388895935	7.16251152533107	7.34066047963322	7.37677600516922	7.31890507532075	7.17033611895889	7.27828130406583	7.63183343622176	7.35546309897941
1700102P08Rik	4.00509434293122	3.96479496714074	3.96594064115049	3.98189459038975	3.85415328535029	3.93148366089544	4.02722366390239	4.02666399889203	3.9750032790707	3.92988439493854
1700105P06Rik	2.84573496294323	2.88288474071138	2.89454345613882	2.95386873636275	2.90445563665083	2.93184498702064	2.99836847936135	2.98632599868971	2.97997213605609	2.93087064657865
1700109H08Rik	5.69243460698615	5.57029011509093	5.716701313742	5.75309930855832	5.875168338049	5.8127771004602	5.69538906765835	5.68826276758147	5.63651034754021	5.55426659599193
