Gene	L10.D8.Tox.WT5.Tim3n_S10	L12.D8.Tox.KO1.Tim3n_S12	L14.D8.Tox.KO2.Tim3n_S14	L16.D8.Tox.KO3.Tim3n_S1	L18.D8.Tox.KO4.Tim3n_S3	L20.D8.Tox.KO5.Tim3n_S5	L2.D8.Tox.WT1.Tim3n_S2	L4.D8.Tox.WT2.Tim3n_S4	L6.D8.Tox.WT3.Tim3n_S6	L8.D8.Tox.WT4.Tim3n_S8
1700007J10Rik	0.898698004988904	0.922649202659957	0.919786572301533	0.992527586867895	0.900918170294622	0.982949493885447	0.899931697198888	1.03064620492295	0.955948346806696	0.975009965643483
1700007L15Rik	6.19248912162349	6.33640342949108	6.21125293478322	6.13241968971601	6.39536795256443	6.20709641440532	6.01643491388415	6.24401330716747	6.16237240121252	6.21166305123077
1700008J07Rik	4.59002284364849	4.95707381987676	4.62508932811365	4.64751479580328	4.98706188751554	4.3621510485587	4.45586126378855	4.49686494094824	4.7768541088796	4.48086565024888
1700009J07Rik	0.189973647029391	0.163822589311056	0.163371903576056	0.306907977614066	0.165424230989545	0.163393034692101	0.164778659759614	0.188349630081941	0.278053348246246	0.164213559602485
1700010I14Rik	6.58680382490921	6.70242468698677	6.33218338720149	6.24862366145721	6.33358282173996	6.41822668671714	6.51648836034783	6.18984665386713	6.34623843830653	6.3839815645261
1700010K24Rik	1.48875776763117	1.53291407743445	1.48170246866423	1.46359495612694	1.5932983415642	1.48195231427006	1.52567190239065	1.61323149554267	1.49756117329682	1.43951457015024
1700011B04Rik	3.73088157140429	3.68563269991669	3.63872181418034	3.48993223877009	3.54269652615938	3.34474360628154	3.44170098575512	3.86392467434757	3.65981396600459	3.97461576873284
1700011I03Rik	0.179443837409466	0.227610511524018	0.17887708705122	0.179364278918027	0.244320560711372	0.17889710297811	0.209378075940457	0.20308098983763	0.264029086615589	0.2317030218709
1700011L03Rik	2.83867413909412	2.87368190670208	2.66854238656276	2.79226294087579	2.84014917742058	2.83528217676414	2.89332518228924	2.86809337828804	2.79288904381073	2.84807441619326
1700012B07Rik	2.7477244511068	2.76552998216002	2.82748874512747	2.83060570090059	2.69849443129068	2.82844940992736	2.84374302251392	2.93280413776668	2.7155442253534	2.77767396443743
1700012B09Rik	1.86374697352647	2.04098275969336	1.80620977192254	1.76585690685223	1.74478930312049	1.84898985875892	1.85765939047444	1.78845461347594	1.77251491988066	1.8456658818685
1700012D14Rik	6.83336666607179	6.99532110564314	6.38261733412785	6.88292289688114	6.91798584481427	6.87548450725062	7.19998458235212	6.80277392586206	6.80781754268703	6.57137752198947
1700015C17Rik	0.862485181512766	1.01859569357033	0.835789240117916	0.836594529935236	0.871946694376858	0.944474234220724	0.896524934529253	0.884451495463383	0.867366948298033	0.83710772912015
1700016B15Rik	0.420050864064082	0.394952070375348	0.416509058833845	0.419554141238623	0.396681770808611	0.438213321353348	0.479782073780736	0.441444889760019	0.395919563394444	0.495286346844826
1700016C15Rik	1.10800722681761	1.15565705204124	1.17161787145219	1.17963842983021	1.14260815437096	1.15083421999545	1.10944668712939	1.21987874343285	1.13795384451098	1.2764521009181
1700016F12Rik	4.10592927999938	4.28428661125122	3.86750996060702	3.42959316331057	3.39983010148598	3.36233736753802	3.48624258560507	3.39664780051712	3.72675958050898	3.82016602270736
1700016G14Rik	0.800742936814085	0.799818553166342	0.796987709795085	0.800216359394016	0.777740102043576	0.839985898856418	0.861075012634411	0.775289191834983	0.86017765509456	0.89981383681969
